"CONTRATO";"OBJETO_CONTRATO";"NUMERO_SEQUENCIAL_PARALISACAO";"DATA_PARALISACAO";"TERMO_PARALISACAO";"DATA_REINICIO";"TERMO_REINICIO";"NUMERO_DIAS_PARALISADOS";"JUSTIFICATIVA_PARALISACAO"
PJ-00234/2016;EXEC. OBRAS E SERVIÇOS DE ENGENHARIA;6;2020-11-12 00:00:00;TP 6;2021-04-19 00:00:00;TR 6;158;
PJ-00152/2016;REC. TALUDE BRAÇO DO NORTE - GRAO PARA;1;2017-10-02 00:00:00;"002/2017";2017-10-26 00:00:00;"006/2017";24;
PJ-00171/2016;MONITORAMENTO AMBIENTAL - RIO DO MORRO - JOINVILLE;2;2019-04-26 00:00:00;"004/2019";2019-11-01 00:00:00;"005/2019";189;
PJ-00276/2016;PONTE S/ RIO RATONES - ENTRONC. SC 404;1;2019-09-16 00:00:00;"013/2019";2019-10-07 00:00:00;"005/2019";21;
PJ-00276/2016;PONTE S/ RIO RATONES - ENTRONC. SC 404;2;2020-03-18 00:00:00;"010/2020";2020-03-26 00:00:00;"009/2020";8;
PJ-00276/2016;PONTE S/ RIO RATONES - ENTRONC. SC 404;3;2021-01-18 00:00:00;"002/2021";2021-12-21 00:00:00;"028/2021";337;
PJ-00282/2016;SINALIZAÇÃO TRAFIC CALM - JOINVILLE;1;2019-01-07 00:00:00;"001/2019";;;;
CT-00004/2016/SIE;RODOVIAS ESTADUAIS;1;2019-12-23 00:00:00;"013/2019";2020-02-10 00:00:00;"001/2020";49;
CT-00004/2016/SIE;RODOVIAS ESTADUAIS;2;2020-06-16 00:00:00;"004/2020";2020-08-19 00:00:00;"002/2020";64;
CT-00030/2016/SED;EEB DOM JAIME DE BARROS CÂMARA;1;2016-03-30 00:00:00;"26";2016-05-17 00:00:00;"29";48;
CT-00030/2016/SED;EEB DOM JAIME DE BARROS CÂMARA;2;2016-07-21 00:00:00;"31";2017-08-09 00:00:00;"54";384;
CT-00113/2016/FESAUDE;ESCOLA DE FORMAÇÃO EM SAÚDE - SES;1;2016-11-10 00:00:00;"1º Termo Paralisação";2017-03-01 00:00:00;"1º Termo Reinício";111;
CT-00029/2016/SED;EIEF SAPETY KPO;1;2016-06-16 00:00:00;"017/2016";2016-07-18 00:00:00;"017/2016";32;
CT-00133/2016/FESAUDE;EDIFÍCIO HALLEY;1;2016-06-01 00:00:00;"1º Termo Paralisação";2016-07-10 00:00:00;"1º Termo Reinício";39;
CT-00130/2016/FESAUDE;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;1;2016-04-18 00:00:00;"1º Termo Paralisação";2016-04-27 00:00:00;"1º Termo reinício";9;
CT-00157/2016/FESAUDE;EDIFÍCIO HALLEY;1;2016-12-21 00:00:00;"1º Termo Paralisação";2017-01-16 00:00:00;"1º Termo Reinício";26;
CT-00196/2016/FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;1;2017-10-13 00:00:00;"1º Termo Pralisação";2017-10-14 00:00:00;"1º Termo Reinício";1;
CT-00196/2016/FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2;2018-12-17 00:00:00;"2º Termo Paralisação";2019-02-17 00:00:00;"2º Termo Reinício";62;
CT-00196/2016/FESAUDE;HOSPITAL REGIONAL HANS DIETER SCHMIDT;3;2019-09-02 00:00:00;"3º Termo Paralisação";2019-12-09 00:00:00;"3º Termo reinício";98;
CT-00005/2016/APSFS;PORTO DE SÃO FRANCISCO DO SUL - DEP - DEPARTAMENTO ESTADUAL DE CAÇA E PESCA;1;2016-02-15 00:00:00;"002/2016";2016-03-04 00:00:00;"001/2016";18;
CT-00005/2016/APSFS;PORTO DE SÃO FRANCISCO DO SUL - DEP - DEPARTAMENTO ESTADUAL DE CAÇA E PESCA;2;2016-04-26 00:00:00;"002";2016-07-21 00:00:00;"002";86;
CT-00240/2016/FESAUDE;LAFESC - LABORATÓRIO FARMACEUTICO DO ESTADO DE SANTA CATARINA;1;2016-12-12 00:00:00;"1º Termo Paralisação";2017-01-31 00:00:00;"3º Termo Reinício";50;
CT-00240/2016/FESAUDE;LAFESC - LABORATÓRIO FARMACEUTICO DO ESTADO DE SANTA CATARINA;2;2019-03-14 00:00:00;"2º Termo Paralisação";2019-12-02 00:00:00;"02/12/2019";263;
CT-00065/2016/SSP-FMSP;POLÍCIA MILITAR DE SANTA CATARINA E GINÁSIO MUNICIPAL;1;2017-07-17 00:00:00;"01";2017-07-21 00:00:00;"01";4;
CT-00065/2016/SSP-FMSP;POLÍCIA MILITAR DE SANTA CATARINA E GINÁSIO MUNICIPAL;2;2017-08-18 00:00:00;"2";;;0;
AA-00142/2016/UDESC;UDESC  (SECRETARIA DO ESTADO DA FAZENDA SC) TRANSFERÊNCIA DO IMÓVEL PARA UDESC;1;2020-05-01 00:00:00;Termo de Paralisação;2020-06-01 00:00:00;Termo;31;
CP-00019/2016/SDC-FUNDEC;INSTALAÇÃO RADAR METEOROLÓGICO DA REGIÃO OESTE- HELIPONTO RESERVATÓRIO DE ÁGUA;1;2016-06-10 00:00:00;"01/2016";2016-12-06 00:00:00;"06/12/2016";179;
CT-00003/2016/SIE;RODOVIAS ESTADUAIS;1;2018-03-19 00:00:00;"004/2018";2018-04-24 00:00:00;"009/2018";36;
CT-00003/2016/SIE;RODOVIAS ESTADUAIS;2;2018-10-22 00:00:00;"014/2018/SIE";2018-11-26 00:00:00;"033/2018/SIE";35;
CT-00303/2016/SES-FESAUDE;LAFESC - LABORATÓRIO FARMACEUTICO DO ESTADO DE SANTA CATARINA;1;2017-01-01 00:00:00;"1º Termo Paralisação";2017-01-31 00:00:00;"6Termo Reinício";30;
CT-00326/2016/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2016-07-29 00:00:00;"1º Termo Paralisação";2017-08-21 00:00:00;"1º Termo Reinício";388;
CT-00010/2016/ADR-LGA;CENTRO ADMINISTRATIVO HINDEMBURGO MOREIRA;1;2016-05-20 00:00:00;"001";2016-10-14 00:00:00;"001";147;
CT-00001/2016/ADR-JGS;ESCOLA DE EDUCAÇÃO BASICA HOLANDO MARCELINO  GONÇALVES,E.E.B. LILIA AYROSO OECHSLER,EEF. MARIA KONDE;1;2016-07-04 00:00:00;"1";2017-04-17 00:00:00;"01/2017";287;
CN-00004/2016/ADR-CNV;MANUTENÇÃO BEM PÚBLICO - ADR DE CAMPOS NOVOS;1;2016-06-06 00:00:00;"01";2016-08-18 00:00:00;"01";73;
CT-00366/2016/UDESC;UDESC - FUNDAÇÃO UNIVERSIDADE DE SC;1;2018-04-04 00:00:00;"366/2016";;;215;
CT-00013/2016/ADR-LGA;INSTITUTO GERAL DE PERÍCIA - CADEIA PÚBLICA;1;2016-06-17 00:00:00;"001";2016-08-30 00:00:00;"001";74;
CT-00013/2016/ADR-LGA;INSTITUTO GERAL DE PERÍCIA - CADEIA PÚBLICA;2;2016-09-01 00:00:00;"002";2017-04-06 00:00:00;"003";217;
CT-00010/2016/ADR-XXE;E.B. PROF. HÉLIO LENTZ PUERTA;1;2017-09-01 00:00:00;"02";2017-11-09 00:00:00;"009/2017";69;
CT-00017/2016/ADR-LGA;CENTRO ADMINISTRATIVO HINDEMBURGO MOREIRA;1;2016-11-01 00:00:00;"001";2017-01-22 00:00:00;"002";82;
CT-00017/2016/ADR-LGA;CENTRO ADMINISTRATIVO HINDEMBURGO MOREIRA;2;2017-01-27 00:00:00;"002";2017-05-22 00:00:00;"002";115;
CT-00407/2016/SES-FESAUDE;INSTITUTO DE PSIQUIATRIA (HOSPITAL COLÔNIA SANTANA)(DOAÇÃO LEI 17.3762017);1;2017-02-09 00:00:00;"1º Termo Pralisação";2017-03-22 00:00:00;"8Termo Reinício";41;
CT-00406/2016/SES-FESAUDE;COMPLEXO DE SERVIÇOS DA SAÚDE;1;2017-02-09 00:00:00;"1º Termo Paralisaçao";2017-03-22 00:00:00;"09º Termo Reinício";41;
CT-00765/2016/SSP-FUMPOM;DEINFRA - GRAER - POLÍCIA RODOVIÁRIA ESTADUAL 2ª CIA DE AVIAÇÃO MILITAR DA PM;1;2017-01-10 00:00:00;"001/2017";2017-04-26 00:00:00;OS-004/2017;106;
CT-00451/2016/SES-FESAUDE;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);1;2016-12-16 00:00:00;"1º Termo Pralisação";2017-01-26 00:00:00;"2º TR 2017";41;
CT-00451/2016/SES-FESAUDE;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);2;2017-02-20 00:00:00;"2TA paralisação";2017-02-21 00:00:00;"7º T Reinício";1;
CT-00451/2016/SES-FESAUDE;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);3;2017-02-22 00:00:00;"3º Termo Pralisação";2017-03-13 00:00:00;"10º Termo Reinício";19;
CT-00092/2016/SDC-FUNDEC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;1;2016-09-02 00:00:00;"02/2016";2018-04-04 00:00:00;"01/2018";579;
CT-00092/2016/SDC-FUNDEC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;2;2018-04-24 00:00:00;"04/2018";2018-06-21 00:00:00;"03/2018";58;
CT-00012/2016/SIE;VIAS MUNICIPAIS;1;2017-01-01 00:00:00;"002/2017";2017-03-31 00:00:00;"007/2017";89;
CT-00012/2016/SIE;VIAS MUNICIPAIS;2;2017-04-03 00:00:00;"010/2017";2018-01-18 00:00:00;"001/2018";290;
CT-00013/2016/SIE;VIAS MUNICIPAIS;1;2017-01-01 00:00:00;"003/2017";2017-11-16 00:00:00;"022/2017";319;
CT-00080/2016/SED;CEDUP-CANOINHAS;1;2016-11-30 00:00:00;"1";2017-01-01 00:00:00;"1";32;
CT-00010/2016/SIE;PORTO DE ITAJAÍ;1;2018-05-25 00:00:00;"010/2018";2018-06-18 00:00:00;"012/2018";24;
CT-00019/2016/ADR-LGA;MANUTENÇÃO BEM PÚBLICO - ADR DE TUBARÃO;1;2016-09-16 00:00:00;"001";2016-11-06 00:00:00;"001";51;
CT-00004/2016/ADR-CRI;GERÊNCIA REGIONAL DE EDUCAÇÃO (GERED) E GERÊNCIA DE SAÚDE;1;2016-09-05 00:00:00;"1";2016-09-20 00:00:00;"1";15;
CT-00117/2016/SDC-FUNDEC;BARRAGEM OESTE MUNICÍPIO DE TAIO;1;2017-12-20 00:00:00;"08/2017";2018-01-08 00:00:00;"08/2017";19;
CT-00115/2016/SDC;BARRAGEM PETROLÂNDIA;1;2017-12-20 00:00:00;"10/2017";2018-01-08 00:00:00;"10/2017";19;
CT-00114/2016/SDC;BARRAGEM MIRIM DOCE;1;2017-12-20 00:00:00;"09/2017";2018-01-08 00:00:00;"09/2017";19;
CT-00088/2016/SED;EEB. PROFESSORA MARIA GARCIA PESSI;1;2016-10-21 00:00:00;"51/2016";2017-01-13 00:00:00;"001/2017";84;
CT-00088/2016/SED;EEB. PROFESSORA MARIA GARCIA PESSI;2;2020-03-18 00:00:00;Oficio-Gabs n 0370-2;2020-04-01 00:00:00;Of. Gabs n 0447-2020;14;
CT-00011/2016/SIE;RODOVIAS ESTADUAIS;1;2017-12-23 00:00:00;"018/2017";2019-04-23 00:00:00;"004/2019";486;
CT-00015/2016/SIE;VIAS MUNICIPAIS;1;2016-10-01 00:00:00;"30/2016";2017-11-09 00:00:00;"021/2017";404;
CT-00018/2016/ADR-CNI;MANUTENÇÃO BEM PÚBLICO - ADR DE MAFRA;1;2016-12-31 00:00:00;"1";2017-01-01 00:00:00;"01";1;
CT-00093/2016/SED;TERRENO;1;2016-11-17 00:00:00;"52/2016";2017-01-19 00:00:00;"01";63;
CT-00007/2016/ADR-CRI;EEB MELCHIADES BONIFÁCIO ESPÍNDOLA;1;2016-12-21 00:00:00;"1";2017-01-25 00:00:00;"1";35;
CT-00170/2016/SSP-FMSP;SSP - SECRETARIA DE ESTADO DE SEGURANÇA PÚBLICA E DEFESA DO CIDADÃO;1;2017-05-09 00:00:00;"1";2017-09-01 00:00:00;"164";115;
CT-00648/2016/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2017-04-03 00:00:00;"03042017";2017-05-08 00:00:00;"1º Termo Reinício";35;
CT-00020/2016/SIE;RODOVIAS ESTADUAIS;1;2017-05-01 00:00:00;"006/2017";2017-06-22 00:00:00;"012/2017";52;
CT-00024/2016/ADR-XXE;EEB DOM OSCAR ARNUNFO ROMERO;1;2017-08-08 00:00:00;"001/2017";2018-03-01 00:00:00;"001/2018";205;
CT-00154/2016/SDC;INSTALAÇÃO RADAR METEOROLÓGICO DA REGIÃO OESTE- HELIPONTO RESERVATÓRIO DE ÁGUA;1;2017-10-02 00:00:00;"06/2017";2018-03-22 00:00:00;"2";171;
CT-00332/2016/SJC-FPSC;PENITENCIARIA AGRICOLA;1;2017-03-13 00:00:00;"001";2018-05-02 00:00:00;sjc 6064/2016;415;
CT-00024/2016/ADR-LGA;EEB PROF. JOSE RODRIGUES LOPES;1;2017-01-20 00:00:00;"01";2017-03-24 00:00:00;"02";63;
CT-00024/2016/ADR-LGA;EEB PROF. JOSE RODRIGUES LOPES;2;2017-03-28 00:00:00;"002";2018-02-15 00:00:00;"003";324;
CT-00025/2016/SIE;VIAS MUNICIPAIS;1;2017-10-31 00:00:00;"13/2017";2017-11-16 00:00:00;"023/2017";16;
CT-00025/2016/SIE;VIAS MUNICIPAIS;2;2018-02-20 00:00:00;"003/2018";2018-04-16 00:00:00;"006/2018";55;
CT-00171/2016/SDC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;1;2018-02-08 00:00:00;"02/2018";2018-03-12 00:00:00;"02/2018";32;
CT-00026/2016/SIE;(AEROPORTO) PREFEITURA MUNICIPAL DE CAÇADOR;1;2017-05-02 00:00:00;"004/2017";2017-05-23 00:00:00;"10/2017";21;
CC-00153/2016/SDC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;1;2017-08-01 00:00:00;"01/2017";2017-12-06 00:00:00;"01/2017";127;
PJ-00011/2015;ELAB. PROJ. ENG. PAV. MUN. DE CONCORDIA SEDE BRUM;1;2015-09-01 00:00:00;"003/2015";2016-08-02 00:00:00;"001/2016";336;
PJ-00011/2015;ELAB. PROJ. ENG. PAV. MUN. DE CONCORDIA SEDE BRUM;2;2017-02-01 00:00:00;"003/2017";2017-10-04 00:00:00;"013/2017";245;
PJ-00011/2015;ELAB. PROJ. ENG. PAV. MUN. DE CONCORDIA SEDE BRUM;3;2018-02-21 00:00:00;"002/2018";2018-05-02 00:00:00;"001/2018";70;
PJ-00044/2015;BR 153 - JABORÁ;1;2017-03-24 00:00:00;"005/2017";2017-06-27 00:00:00;"009/2017";95;
PJ-00103/2015;INTERS. SC 405 - INTERS. DE ACESSO AO BAIRRO CARIA;1;2018-01-22 00:00:00;"001/2018";2019-03-18 00:00:00;"002/2019";420;
PJ-00103/2015;INTERS. SC 405 - INTERS. DE ACESSO AO BAIRRO CARIA;2;2019-10-24 00:00:00;"016/2019";2020-02-05 00:00:00;"002/2020";104;
PJ-00103/2015;INTERS. SC 405 - INTERS. DE ACESSO AO BAIRRO CARIA;4;2020-03-20 00:00:00;"016/2020";2020-03-26 00:00:00;"011/2020";6;
PJ-00103/2015;INTERS. SC 405 - INTERS. DE ACESSO AO BAIRRO CARIA;5;2020-06-01 00:00:00;"020/2020";2020-09-28 00:00:00;"030/2020";119;
PJ-00121/2015;VOLTA TRISTE - MOEMA;1;2018-03-28 00:00:00;"002/2018";2018-08-08 00:00:00;"003/2018";133;
PJ-00127/2015;OBRA DE ARTE ESPECIAL NA RODOVIA SC-401;1;2016-07-20 00:00:00;"010/2016";2016-07-27 00:00:00;"005/2016";7;
PJ-00128/2015;INTERS. SC 405 - INTERS. DE ACESSO AO BAIRRO CARIA;1;2018-08-31 00:00:00;"005/2018";2018-11-27 00:00:00;"006/2018";88;
PJ-00150/2015;SUPERVISÃO SÃO JOAQUIM-DIVISA SC/RS;1;2016-12-01 00:00:00;"012/2016";2017-05-10 00:00:00;"004/2017";160;
PJ-00150/2015;SUPERVISÃO SÃO JOAQUIM-DIVISA SC/RS;2;2017-10-06 00:00:00;"005/2017";2017-11-20 00:00:00;"008/2017";45;
PJ-00141/2015;PTOS CRÍTICOS: S MEIO OESTE, OESTE E EXTREMO OESTE;1;2016-11-16 00:00:00;"010/2016";2017-02-15 00:00:00;"002/2017";91;
PJ-00137/2015;PONTOS CRÍTICOS: SUPRE VALE DO ITAJAÍ;1;2016-08-01 00:00:00;"004/2016";2017-02-15 00:00:00;"001/2017";198;
PJ-00142/2015;PONTOS CRÍTICOS: SUPRE PLANALTO;1;2016-08-01 00:00:00;"003/2016";2017-03-15 00:00:00;"004/2017";226;
PJ-00139/2015;PONTOS CRÍTICOS: SUPRE LITORAL CENTRO /SUPRE NORTE;1;2016-11-01 00:00:00;"008/2016";2017-07-24 00:00:00;"011/2017";265;
PJ-00140/2015;PONTOS CRÍTICOS: SUPRE SUL;1;2016-11-01 00:00:00;"008/2016";2017-03-15 00:00:00;"005/2017";134;
PJ-00171/2015;ACESSO À PENITENCIÁRIA DA REGIÃO DE CURITIBANOS;1;2016-08-01 00:00:00;"001/2016";2016-09-01 00:00:00;"002/2016";31;
PJ-00201/2015;ELEVAÇÃO DO GREIDE DA SC-290 EM SÃO JOÃO DO SUL;1;2016-11-01 00:00:00;"007/2016";2016-12-06 00:00:00;"004/2016";35;
PJ-00200/2015;PONTE NO KM 184 DA ROD SC108 - COQUEIROS ANGELINA;1;2016-12-01 00:00:00;"011/2016";2017-05-03 00:00:00;"007/2017";153;
PJ-00216/2015;ESTUDOS SOCIECONOMICOS E PESQ. DE O/D (PELT-SC);1;2017-01-09 00:00:00;"002/2017";2017-09-18 00:00:00;"012/2017";252;
PJ-00237/2015;RODVIA SC447 BALNEÁRIO ARROIO DO SILVA E ARARANGUÁ;1;2016-12-01 00:00:00;"012/2016";2021-05-04 00:00:00;"004/2021";1615;
CT-00008/2015/SIE;PORTO DE ITAJAÍ;1;2015-04-01 00:00:00;"22/2015";2016-03-21 00:00:00;"002/2016";355;
CT-00107/2015 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2015-07-01 00:00:00;"1º Termo Paralisação";2015-08-03 00:00:00;"1º Termo de início";33;
CT-00107/2015 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);2;2015-10-05 00:00:00;"2º Termo Paralisação";2016-01-04 00:00:00;"2º Termo Reinício";91;
CT-00107/2015 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);3;2016-05-02 00:00:00;"3º Termo Pralisação";2016-10-11 00:00:00;"3º termo reinício";162;
CT-00107/2015 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);4;2016-12-01 00:00:00;"4º Termo Paralisação";2017-11-10 00:00:00;"10/11/2017";344;
CT-00107/2015 SES;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);5;2018-01-29 00:00:00;"5º Termo Paralisação";2018-07-19 00:00:00;"5º Termo Reiníscio";171;
CT-00001/2015 SIE;ATERRO DA BAHIA SUL - TERMINAL RITA MARIA;1;2015-06-01 00:00:00;"31/2015";2015-09-01 00:00:00;"040/2015";92;
CT-00001/2015 SIE;ATERRO DA BAHIA SUL - TERMINAL RITA MARIA;2;2016-02-01 00:00:00;"012/2016";2016-05-16 00:00:00;"012/2016";105;
CT-00001/2015 SIE;ATERRO DA BAHIA SUL - TERMINAL RITA MARIA;3;2016-06-01 00:00:00;"021/2016";2016-10-03 00:00:00;"028/2016";124;
CT-00004/2015/SDR19;EEB. HENRIQUE LAGE;1;2015-05-04 00:00:00;"0001";2015-07-01 00:00:00;"001";58;
CT-00004/2015/SDR19;EEB. HENRIQUE LAGE;2;2015-11-01 00:00:00;"002";2016-03-10 00:00:00;"002";130;
CT-00004/2015/SDR19;EEB. HENRIQUE LAGE;3;2016-04-04 00:00:00;"003";2017-03-24 00:00:00;"003";354;
CT-00005/2015/SDR19;EEB ENGENHEIRO ÁLVARO CATÃO;1;2015-05-04 00:00:00;"0001";2015-07-04 00:00:00;"001";61;
CT-00005/2015/SDR19;EEB ENGENHEIRO ÁLVARO CATÃO;2;2015-09-01 00:00:00;"002";2016-03-08 00:00:00;"002";189;
CT-00005/2015/SDR19;EEB ENGENHEIRO ÁLVARO CATÃO;3;2016-03-12 00:00:00;"003";2016-09-21 00:00:00;"003";193;
CT-00308/2015/FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2016-05-09 00:00:00;"1º Termo Paralisação";2017-01-20 00:00:00;"4º Termo reinício";256;
CT-00002/2015/SIE;ATERRO DA BAHIA SUL - TERMINAL RITA MARIA;1;2015-09-08 00:00:00;"027/2015";2015-10-28 00:00:00;"046/2015";50;
CT-00002/2015/SIE;ATERRO DA BAHIA SUL - TERMINAL RITA MARIA;2;2015-12-11 00:00:00;"033/2015";2016-02-01 00:00:00;"003/2016";52;
CT-00002/2015/SIE;ATERRO DA BAHIA SUL - TERMINAL RITA MARIA;3;2016-02-11 00:00:00;"026/2016";2017-02-20 00:00:00;"004/2017";375;
CT-00329/2015/FESAUDE;HOSPITAL CELSO RAMOS;1;2015-10-29 00:00:00;"1º Termo Paralisação";2015-11-08 00:00:00;"1º Termo Reinício";10;
CT-00329/2015/FESAUDE;HOSPITAL CELSO RAMOS;2;2015-11-09 00:00:00;"2º Termo Paralisação";2016-03-01 00:00:00;"2º Termo Reinício";113;
CT-00329/2015/FESAUDE;HOSPITAL CELSO RAMOS;3;2016-03-11 00:00:00;"3º Termo Paralisação";2016-06-15 00:00:00;"3º Termo Reinício";96;
CT-00015/2015/IPREV;IMÓVEL IPREV - DELEGACIA DE POLICIASSP;1;2016-05-01 00:00:00;"01";2016-08-24 00:00:00;"001/2016";115;
CT-00370/2015/FESAUDE;HOSPITAL CELSO RAMOS;1;2015-08-01 00:00:00;"1º Termo Paralisação";2015-10-07 00:00:00;"1º Termo Reinício";67;
CT-00370/2015/FESAUDE;HOSPITAL CELSO RAMOS;2;2015-12-01 00:00:00;"2º Termo Paralisação";2016-01-28 00:00:00; Termo Reinício2;58;
CT-00399/2015/FESAUDE;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;1;2017-02-22 00:00:00;"1 Termo Paralisação";2017-06-28 00:00:00;"1 Termo Reinício";126;
CT-00004/2015/SIE;EDIFÍCIO DAS DIRETORIAS;1;2015-05-01 00:00:00;"025/2015";2016-05-15 00:00:00;"016/2016";380;
CT-00004/2015/SIE;EDIFÍCIO DAS DIRETORIAS;2;2016-06-01 00:00:00;"014/2016";2018-10-01 00:00:00;"028/2018";852;
CT-00008/2015/SDR-JCA;EEB MATER DOLORUM;1;2015-08-27 00:00:00;TP-002/2015;2015-09-29 00:00:00;TR-0001/2015;33;
CT-00429/2015/FESAUDE;MATERNIDADE CARMELA DUTRA (HEMOSC - CEPON);1;2016-08-15 00:00:00;"1º Termo Paralisação";2016-10-20 00:00:00;"1º Termo Reinício";66;
CT-00017/2015/SIE;VIAS MUNICIPAIS;1;2015-09-01 00:00:00;"026/2015";2015-11-20 00:00:00;"045/2015";80;
CT-00443/2015/FESAUDE;HOSPITAL CELSO RAMOS;1;2015-12-18 00:00:00;"1º Termo Pralisação";2016-01-04 00:00:00;"1º Termo Reinício";17;
CT-00020/2015/SIE;AEROPORTO REGIONAL DO PLANALTO SERRANO;1;2015-09-10 00:00:00;"1";2016-08-30 00:00:00;"01/2016";355;
CT-00020/2015/SIE;AEROPORTO REGIONAL DO PLANALTO SERRANO;2;2016-09-01 00:00:00;"02";2016-12-08 00:00:00;"01/2016";98;
CT-00684/2015/FUMPOM;POLÍCIA MILITAR DE SANTA CATARINA;1;2015-11-30 00:00:00;"01";2017-09-21 00:00:00;O.S. 013/2017;661;
CT-00022/2015/SIE;EDIFÍCIO DAS DIRETORIAS;1;2016-01-04 00:00:00;"002/2016";2016-03-31 00:00:00;"007/2016";87;
CT-00155/2015/SSP-FMSP;CORPO DE BOMBEIROS E POLÍCIA MILITAR DE SANTA CATARINA;1;2017-07-17 00:00:00;"01";2017-07-21 00:00:00;"01";4;
CT-00021/2015/SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;1;2018-11-12 00:00:00;"1";2018-12-14 00:00:00;"1";32;
CT-00021/2015/SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;2;2019-05-20 00:00:00;"2";2020-01-28 00:00:00;"2";253;
CT-00021/2015/SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;3;2020-02-17 00:00:00;"03";2020-03-12 00:00:00;"3";24;
CT-00021/2015/SES;HOSPITAL REGIONAL HANS DIETER SCHMIDT;4;2020-09-12 00:00:00;"4";;;632;
CT-00036/2015/SED;EEB GETÚLIO VARGAS;1;2016-02-12 00:00:00;"004/2016";2016-08-01 00:00:00;"004/2016";171;
CT-00035/2015/SED;EEB CECÍLIA ROSA LOPES;1;2016-02-01 00:00:00;"001/2016";2016-02-15 00:00:00;"001/2016";14;
CT-00116/2015/SEDC;SEDE DA SECRETARIA DE ESTADO DA DEFESA CIVIL;1;2017-07-12 00:00:00;"01/2017";;;0;
CT-00025/2015/SIE;EDIFÍCIO DAS DIRETORIAS;1;2015-10-01 00:00:00;"041/2015";2018-11-30 00:00:00;"034/2018/SIE";1156;
CT-00026/2015/SIE;EDIFÍCIO DAS DIRETORIAS;1;2015-10-01 00:00:00;"042/2015";2018-11-30 00:00:00;"035/2018";1156;
CT-00040/2015/SED;EEB NEREU RAMOS;1;2016-02-01 00:00:00;"002/2016";2016-04-15 00:00:00;"35/2016";74;
CT-00029/2015/SIE;VIAS MUNICIPAIS;1;2016-04-01 00:00:00;"16/2016/SIE";2016-10-10 00:00:00;"027/2016";192;
CT-00043/2015/SED;EEB LAERCIO CALDEIRA DE ANDRADA;1;2016-02-02 00:00:00;"003/2016";2016-05-10 00:00:00;"13/2016";98;
CT-00033/2015/SIE;RODOVIAS ESTADUAIS;1;2016-10-27 00:00:00;"029/2016";2019-04-16 00:00:00;"002/2019";901;
CT-00698/2015/FESAUDE;HOSPITAL REGIONAL DE SÃO JOSÉ - DR. HOMERO DE MIRANDA GOMES;1;2017-04-03 00:00:00;"1º Termo Paralisação";2017-05-22 00:00:00;"1º termo Reinício";49;
CT-00021/2015/SIE;VIAS MUNICIPAIS;1;2015-09-16 00:00:00;"029/2015";2015-10-31 00:00:00;"049/2015";45;
CT-00021/2015/SIE;VIAS MUNICIPAIS;2;2018-02-20 00:00:00;"001/2018";2018-04-16 00:00:00;"007/2018";55;
CT-00011/2015/SDR-CRI;MANUTENÇÃO BEM PÚBLICO - ADR DE CRICIÚMA;1;2016-02-03 00:00:00;"1";2016-04-06 00:00:00;"1";63;
CT-00012/2015/SDR-CRI;MANUTENÇÃO BEM PÚBLICO - ADR DE CRICIÚMA;1;2016-02-03 00:00:00;"1";2016-04-06 00:00:00;"1";63;
