"CONTRATO";"OBJETO_CONTRATO";"NUMERO_ADVERTENCIA";"DATA_ADVERTENCIA";"DESCRICAO_ADVERTENCIA";"MOTIVO_ADVERTENCIA";"SOLICITACAO_ADVERTENCIA"
MN-17201/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;12;2021-04-26 00:00:00;REVISÃO EM SERVIÇOS;INFILTRAÇÃO NO TELHADO;REALIZAR REVISÃO NO TELHADO NO HALL DE ENTRADA E ENTRE O HAL DE ENTRADA E A SALA DO 4º ANO QUE AINDA APRESANTAM INFILTRAÇÕES (PRÉDIO DOS ANOS INICIAIS) EEB PROFESSORA MARIA CLEMENTINA DE SOUZA LOPES.
MN-17202/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;1;2020-09-29 00:00:00;Descumprimento do contrato;"Conforme o contrato a empresa deverá iniciar os serviços no prazo de 24h após o recebimento da Ordem de Serviço, porém o prazo não está sendo respeitado pela empresa que até agora não iniciou os serviços em várias escolas.
Algumas O.S. foram enviadas há mais de uma semana e a empresa não deu nenhuma resposta com prazo e programação para execução dos serviços
";Solicito o início imediato da execução das Ordens de Serviço enviadas e uma lista com a programação de execução de cada Ordem de Serviço.
MN-17202/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;2;2020-12-04 00:00:00;Atraso nas obras.;"Existem ordens de serviço ""EM EXECUÇÃO"", portando liberadas para o início dos serviços porém a empresa ainda não iniciou dentro do prazo estabelecido pelo contrato.
As escolas são EEB FRANCISCO TOLENTINO; E.E.F. SÃO MIGUEL; EEB CECÍLIA ROSA LOPES; EEB ALDO CAMARA DA SILVA; EBB PROF. MARIA DO CARMO LOPES; E.E.B. PROFESSOR OSVALDO RODRIGUES CABRAL; EEB PROF T NIA MARA FARIA E SILVA LOCKS; EEB GAMA ROSA.";"Início imediato dos serviços conforme prazo estipulado em contrato que diz ""A  empresa  deverá  iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços ? OS."""
MN-17202/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;3;2021-02-01 00:00:00;Demora em executar as Ordens de Serviço.;"Muita demora para executar as Ordens de Serviço das seguintes escolas: EEB PROFESSORA VALDETE LUCI MARTINS PORTO - DE ALTO FORQUILHAS; EEB ALDO CAMARA DA SILVA; EBB PROF. MARIA DO CARMO LOPES; EEF TEÓFILO TEODORO RÉGIS; EEB PREF AVELINO MULLER; EEB PROF JOSÉ BRASILICIO; E.E.B. PROFESSOR OSVALDO RODRIGUES CABRAL; EEB PROF EMÉRITA DUARTE SILVA E SOUZA.";Solicito que a empresa se adapte para executar em tempo hábil a quantidade de Ordens de Serviço emitidas. O CONTRATO DIZ QUE A EMPRESA DEVE COMEÇAR A EXECUÇÃO DO SERVIÇOS NO PRAZO DE 24 HORAS.
MN-17202/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;4;2021-03-01 00:00:00;ATRASO NO INÍCIO DOS SERVIÇOS;"POR NÃO DAR INÍCIO A ORDEM SERVIÇO DENTRO DO PRAZO PREVISTO NO CONTRATO MN-17202/2020/SED - CLÁUSULA SÉTIMA ? OBRIGAÇÕES E RESPONSABILIDADES DA CONTRATADA- Iniciar os serviços na data estabelecida neste instrumento. A empresa deverá iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços ? OS.
REFERNTE A EEB PROF. JOSÉ BRASILÍCIO PEDIDO 0001/2020 E OS Nº 26 EMITIDA EM 18/12/2020 SERVIÇOS NÃO INICIADOS.";DEVERÁ INICIAR IMEDIATAMENTE O SERVIÇO.
MN-17202/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;5;2021-03-01 00:00:00;ATRASO NO INÍCIO DOS SERVIÇOS;"POR NÃO DAR INÍCIO A ORDEM SERVIÇO DENTRO DO PRAZO PREVISTO NO CONTRATO MN-17202/2020/SED - CLÁUSULA SÉTIMA ? OBRIGAÇÕES E RESPONSABILIDADES DA CONTRATADA- Iniciar os serviços na data estabelecida neste instrumento. A empresa deverá iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços ? OS.
REFERNTE A EEB PROF. OSVALDO RODRIGUES CABRAL PEDIDO 0001/2020 E OS Nº 06 EMITIDA EM 08/09/2020 SERVIÇOS NÃO INICIADOS.";DEVERÁ INICIAR IMEDIATAMENTE OS SERVIÇOS.
MN-17202/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;6;2021-03-05 00:00:00;SERVIÇOS EXECUTADOS EM DESACORDO.;Por realização de serviços em desacordo, com qualidade inaceitável, referente a EEF CRISTO REI Pedido 01 OS 25  emitida em 18/12/2020.;DEVERÁ REFAZER SERVIÇOS DE MÁ QUALIDADE.
MN-17202/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;7;2021-05-12 00:00:00;Serviço realizado fora dos padrões.;A impermeabilização realizada na escola EEF SÃO MIGUEL está inadequada, a sala continua apresentando goteiras e infiltrações por falha na execução da impermeabilização.;A empresa deverá arrumar/refazer a impermeabilização URGENTE, a sala está interditada e isso está causando transtornos para os alunos e direção da escola. 
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;1;2020-09-29 00:00:00;Descumprimento do contrato;"Conforme o contrato a empresa deverá iniciar os serviços no prazo de 24h após o recebimento da Ordem de Serviço, porém o prazo não está sendo respeitado pela empresa que até agora não iniciou os serviços em várias escolas.
Algumas O.S. foram enviadas há mais de uma semana e a empresa não deu nenhuma resposta com prazo e programação para execução dos serviços.
";Solicito o início imediato da execução das Ordens de Serviço enviadas e uma lista com a programação de execução de cada Ordem de Serviço.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;2;2020-10-26 00:00:00;Demora na execução das O.S.;A empresa está demorando em executar as O.S., demora verificada na EEB PERO VAZ CAMINHA em que a O.S. foi dada dia 17/09/2020 e até o dia 21/10/2020 não havia sido executada, o que contribuiu para o acidente que ocorreu dia 21/10/2020.;Solicito que a empresa se adapte para executar em tempo hábil a quantidade de Ordens de Serviço emitidas.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;3;2020-12-04 00:00:00;Atrado nas obras.;"Existem ordens de serviço ""EM EXECUÇÃO"", portando liberadas para o início dos serviços, porém a empresa ainda não iniciou dentro do prazo estabelecido pelo contrato.
As escolas são: EEB JORNALISTA JAIRO CALLADO; EEB IRINEU BORNHAUSEN; EEB PROF HENRIQUE STODIECK;";" Início imediato dos serviços conforme prazo estipulado em contrato que diz ""A empresa deverá iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços OS.""."
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;4;2021-02-01 00:00:00;Demora em executar as Ordens de Serviço;"Muita demora para executar as Ordens de Serviço das seguintes escolas: EEB ROSINHA CAMPO; INSTITUTO ESTADUAL DE EDUCAÇÃO; EEB PROF LAURA LIMA; EEB ADERBAL RAMOS DA SILVA; EEM JACÓ ANDERLE.";Solicito que a empresa se adapte para executar em tempo hábil a quantidade de Ordens de Serviço emitidas, O CONTRATO DIZ QUE A EMPRESA DEVE COMEÇAR A EXECUÇÃO DOS SERVIÇOS NO PRAZO DE 24 HORAS.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;5;2021-03-01 00:00:00;ATRASO NO INÍCIO DOS SERVIÇOS.;"POR NÃO DAR INÍCIO A ORDEM SERVIÇO DENTRO DO PRAZO PREVISTO NO CONTRATO MN-17203/2020/SED - CLÁUSULA SÉTIMA ? OBRIGAÇÕES E RESPONSABILIDADES DA CONTRATADA- Iniciar os serviços na data estabelecida neste instrumento. A empresa deverá iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços ? OS.
REFERNTE A EEB ROSINHA CAMPOS PEDIDO 0002/2020 E OS Nº 20 EMITIDA EM 28/01/2021 SERVIÇOS NÃO INICIADOS.";DEVERÁ INICIAR IMEDIATAMENTE OS SERVIÇOS.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;6;2021-03-01 00:00:00;ATRASO NO INÍCIO DOS SERVIÇOS.;"POR NÃO DAR INÍCIO A ORDEM SERVIÇO DENTRO DO PRAZO PREVISTO NO CONTRATO MN-17203/2020/SED - CLÁUSULA SÉTIMA ? OBRIGAÇÕES E RESPONSABILIDADES DA CONTRATADA- Iniciar os serviços na data estabelecida neste instrumento. A empresa deverá iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços ? OS.
REFERNTE AO INSTITUTO ESTADUAL DE EDUCAÇÃO PEDIDO 0002/2020 E OS Nº 15 EMITIDA EM 18/12/2020 SERVIÇOS NÃO INICIADOS.";DEVERÁ INICIAR IMEDIATAMENTE OS SERVIÇOS.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;7;2021-03-01 00:00:00;ATRASO NO INÍCIO DOS SERVIÇOS.;"POR NÃO DAR INÍCIO A ORDEM SERVIÇO DENTRO DO PRAZO PREVISTO NO CONTRATO MN-17203/2020/SED - CLÁUSULA SÉTIMA ? OBRIGAÇÕES E RESPONSABILIDADES DA CONTRATADA- Iniciar os serviços na data estabelecida neste instrumento. A empresa deverá iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços ? OS.
REFERNTE À EEB JANUÁRIA TEIXEIRA DA ROCHA PEDIDO 0001/2020 E OS Nº 23 EMITIDA EM 11/02/2021 SERVIÇOS NÃO INICIADOS.";DEVERÁ INICIAR IMEDIATAMENTE SERVIÇOS 
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;8;2021-03-01 00:00:00;ATRASO NO INÍCIO DOS SERVIÇOS.;"POR NÃO DAR INÍCIO A ORDEM SERVIÇO DENTRO DO PRAZO PREVISTO NO CONTRATO MN-17203/2020/SED - CLÁUSULA SÉTIMA ? OBRIGAÇÕES E RESPONSABILIDADES DA CONTRATADA- Iniciar os serviços na data estabelecida neste instrumento. A empresa deverá iniciar os serviços no prazo de 24h após recebimento da Ordem de Serviços ? OS.
REFERNTE À EEB PROF. LAURA LIMA PEDIDO 0002/2020 E OS Nº 18 EMITIDA EM 25/01/2021 SERVIÇOS NÃO INICIADOS.";DEVERÁ INICIAR IMEDIATAMENTE OS SERVIÇOS.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;9;2021-03-01 00:00:00;SERVIÇOS EXECUTADOS EM DESACORDO;POR TER EXECUTADO SERVIÇOS DA OS 05 TOTALIZADA PARA PAGAMENTO EM 27/11/2020 QUE APRESENTA PROBLEMAS TAIS COMO: INFILTRAÇÃO NOS TELHADOS, CALHAS ENTUPIDAS, ENTULHOS NÃO RETIRADOS DA ESCOLA E PROBLEMAS NA PARTE ELÉTRICA.;DEVERÁ REFAZER IMEDIATAMENTE.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;10;2021-03-05 00:00:00;SERVIÇOS EM DESACORDO;Por realização de serviços em desacordo, com qualidade inaceitável, referente a EEB EDITH GAMA RAMOS Pedido 01 OS 13  emitida em 10/12/2021.;DEVERÁ REFAZER SERVIÇOS EXECUTADOS COM MÁ QUALIDADE IMEDIATAMENTE.
MN-17203/2020/SED;MANUTENÇÃO PRÉDIOS GRANDE FLORIANÓPOLIS;11;2021-03-05 00:00:00;SERVIÇOS EM DESACORDO;Por realização de serviços em desacordo, com qualidade inaceitável, referente a EEF CRISTO REI Pedido 01 OS 25  emitida em 18/12/2020.;DEVERÁ REFAZER SERVIÇOS EXECUTADOS DE MÁ QUALIDADE.
CT-00212/2020/SED;EEB DEP. VALERIO GOMES;1;2021-06-24 00:00:00;Advertência empresa Engeder;"Considerando que a empresa Engeder Engenharia e Arquitetura LTDA ME. manifestou em sua carta de apresentação da proposta que o prazo máximo de execução dos serviços seria de 90 dias corridos; 
Considerando que a empresa solicitou, por duas vezes, aditivo de prazo justificando uma ausência de comunicação inicial e ajustes referentes às jornadas de trabalho devido à política de combate a COVID-19; 
";"Considerando que, mesmo após a atualização do cronograma físico-financeiro solicitada nos aditivos, a empresa perpetuou a mora na apresentação dos projetos, bem como protocolo nos órgãos competentes;
Em virtude disso, fica a empresa Engeder Engenharia e Arquitetura LTDA ME. advertida da baixa execução do contrato CT-00212/2020/SED"
CT-00209/2020/SED;EEB CORDILHEIRA ALTA;1;2021-01-18 00:00:00;Cronograma em atraso;"o prazo de execução do contrato expirar em 09/02/2021. Considerando os documentos apresentados até o momento, verificou-se atraso no cumprimento do cronograma exposto pela contratada. Recebemos a terceira revisão do ""Projeto arquitetônico - Layout existente com levantamento e desenho técnico"" no dia 15/01/2021, sendo necessário ainda a execução dos demais serviços de contrato e aprovações nos órgãos de controle";a apresentação de um novo prazo, caso necessário, para a conclusão do objeto e um cronograma das etapas restantes para acompanhamento, encaminhados através de oficio justificativo no prazo de 2 dias a contar do recebimento deste. 
CT-00209/2020/SED;EEB CORDILHEIRA ALTA;2;2021-02-09 00:00:00;Segunda advertência - Descumprimento de cronograma;atraso no cumprimento do cronograma apresentado pela contratada. O documento expõe a primeira apresentação para análise da fiscalização no dia 29/01/2021, não ocorrido até o momento. Considerando que o prazo de execução inicial venceu e novo solicitado. Considerando que a contratada não apresentou o anteprojeto, informado pela mesma em andamento, e que não há impeditivo para sua elaboração;que seja apresentado o anteprojeto no prazo de 7 dias, a contar do recebimento deste, para que se possa avaliar juntamente com a comunidade escolar. Deve ainda a contratada apresentar novo cronograma reformulado para avaliação, dentro do prazo previsto no termo aditivo
CT-00208/2020/SED;EEB DEPUTADO NILTON KUCKER  NEP DE ITAJAÍ;1;2021-06-30 00:00:00;Advertência empresa Engeder;"Considerando que a empresa Engeder Engenharia e Arquitetura LTDA ME. manifestou em sua carta de apresentação da proposta que o prazo máximo de execução dos serviços seria de 90 dias corridos; 
Considerando que a empresa solicitou, por duas vezes, aditivo de prazo justificando uma ausência de comunicação inicial e ajustes referentes às jornadas de trabalho devido à política de combate a COVID-19; ";"Considerando que, mesmo após a atualização do cronograma físico-financeiro solicitada nos aditivos, a empresa perpetuou a mora na apresentação dos projetos, bem como protocolo nos órgãos competentes;
Em virtude disso, fica a empresa Engeder Engenharia e Arquitetura LTDA ME. advertida da baixa execução do contrato CT-00208/2020/SED"
CT-00498/2020/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);1;2021-03-02 00:00:00;Notificação ? cumprimento dos prazos contratuais;"que o contrato teve início no dia 04/02/2021 e, até então, não houve nenhuma entrega de projetos por parte da Contratada. Em reunião efetuada no dia 04/02/2021 com o preposto, foi acordado que a Contratada entregaria diversos projetos até o dia 26/02/2021, sendo que até a data de hoje nada foi entregue.
Destaca-se que ainda é necessária aprovação de todos os projetos pela fiscalização e análise detalhada do orçamento, além de aprovação dos demais órgãos competentes.";agilidade na execução dos serviços para fazer cumprir o cronograma, com entrega imediata dos projetos contratados.
CT-00498/2020/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);2;2021-06-14 00:00:00;Notificação 02: cumprimento dos prazos contratuais;que ainda restam projetos de diversas disciplinas a serem revisados pela Contratada, os quais não foram entregues no prazo estipulado pela fiscalização. Destaca-se que ainda é necessária aprovação de todos os projetos pela fiscalização e análise detalhada do orçamento, além de aprovação dos projetos nos demais órgãos competentes.;agilidade na execução dos serviços, com a entrega imediata dos projetos contratados.
CT-00498/2020/SES-FESAUDE;HOSPITAL INFANTIL JOANA DE GUSMÃO - HOSPITAL NEREU RAMOS(PROJETO DE DOAÇÃO EM TRAMITAÇÃO LEI 17.407);3;2021-10-01 00:00:00;Notificação 03: cumprimento dos prazos contratuais;que estamos no aguardo da revisão do projeto de Climatização desde o dia 17/08/2021, além dos orçamentos da obra revisado, e os de mobiliário fixo e solto. A fiscalização vem questionando a empresa frequentemente, em especial sobre o projeto de climatização, porém não tem obtido resposta efetiva, o que preocupa pois isso inviabiliza a finalização do contrato, visto que sem este projeto não é possível concluir o orçamento da obra e compatibilização com os demais projetos.;que o projeto de climatização, os orçamentos da obra, de mobiliário fixo e solto e o cronograma sejam entregues até o dia 13/10/2021.
CT-00233/2020/SED;EEB PROF. SILVIO ROMERO;1;2021-03-03 00:00:00;Advertência por uso impróprio de equip. escolar;Esta fiscalização constatou que a contratada fez uso de uma cadeira pertencente a unidade escolar para efetuar cortes de materiais para obra;Solicito justificativa para o ato e se a SED entender necessário a contratada deverá efetuar o ressarcimento do item danificado. 
CT-00233/2020/SED;EEB PROF. SILVIO ROMERO;2;2021-03-04 00:00:00;Advertência por não apresentação de documentos;Esta fiscalização constatou que a contratada não apresentou os documentos da medição final, tais como nota fiscal e certidões negativas.;Solicito justificativa da contratada, além da apresentação dos documentos.
DE-00003/2020/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE BRUSQUE;1;2021-10-05 00:00:00;Advertência 1;Diversas OS não foram entregues dentro do período de vigência do contrato. As OS não entregues já foram notificadas. ;Para análise e providências. 
DE-00011/2020/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE CURITIBANOS;1;2021-08-26 00:00:00;ADVERTÊNCIA 1;Advirto a empresa em relação ao atraso na entrega dos levantamento solicitados, sendo que uma delas foi emitida no dia 13/01/2021 (Decorrido 7 meses e 9 dias) tempo demasiadamente suficiente para a entrega do levantamento. ;Que os levantamentos sejam entregues até o dia 31/08/2021, conforme já passado para a empresa anteriormente. Além disso, essa urgência faz-se ainda mais necessária em virtude da aproximação do encerramento do contrato. 
DE-00012/2020/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE ITAJAÍ;1;2021-10-23 00:00:00;Advertência 1;Atraso na entrega dos projetos de levantamento de layout da regional de Itajaí.;Para análise e providências.
DE-00012/2020/SED;MANUTENÇÃO BEM PÚBLICO - ADR DE ITAJAÍ;2;2021-10-23 00:00:00;Advertência 2;A empresa ainda não entregou os projetos e nem as correções de quatros escolas, não responde aos emails enviados pela fiscal. Visto que tem OS que foram emitidos ano passado e início deste ano.;Projeto em atraso. 
